Grant Title,Agency,Category,Short Summary,URL,Posted Date,Deadline,Days Left,Last Seen,Source,_id
,Department of Commerce,,Description,https://simpler.grants.gov/opportunity/841dab53-489e-435e-99c8-99bab7f8ceaa,2021-03-15,2025-03-10,,2025-10-12,simpler.grants.gov,a002989a75ba0678
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/4e1e01fa-8470-4b09-8e40-d3e852a85462,2024-11-07,2025-03-10,,2025-10-12,simpler.grants.gov,a06a08e6a8c1c2bd
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/4db279cb-b18a-4292-8548-c8863052bdb9,2024-12-10,2025-03-10,,2025-10-12,simpler.grants.gov,a07e77a61f5e4e36
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/365a89b2-7d48-48b2-9929-87b7e747d6ab,2024-01-06,2025-03-10,,2025-10-12,simpler.grants.gov,a0ae0bf226917201
,NSWC Dahlgren,,Description,https://simpler.grants.gov/opportunity/f1043d54-8f88-4e6e-bd59-e833da839973,2024-10-15,2025-03-10,,2025-10-12,simpler.grants.gov,a0c7d9d1b42abcac
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/6cb6d4a5-2aa1-4962-a9b7-e0f6bcda2ccb,2024-12-07,2025-03-10,,2025-10-12,simpler.grants.gov,a0efed7f61fa15e8
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/cde55e5a-18c0-48b6-82e9-36809da084af,2023-04-05,2025-03-10,,2025-10-12,simpler.grants.gov,a1248bc9929cdfd8
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/b567a67a-14ca-41ca-840b-d6e6ff37a00c,2024-12-04,2025-03-10,,2025-10-12,simpler.grants.gov,a153d60e6325bb20
,Centers for Disease Control and Prevention - ERA,,Description,https://simpler.grants.gov/opportunity/e7ed0c3a-69ad-4938-a803-a92d4609f653,2025-07-31,2025-03-10,,2025-10-12,simpler.grants.gov,a15ab7cdc9e470aa
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/7409780e-2e99-4f58-9e13-b86eadc014b7,2025-08-27,2025-03-10,,2025-10-12,simpler.grants.gov,a1843e969f4663d6
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/4f761ca6-4ece-4326-91ff-c2c32204bb3b,2025-08-25,2025-03-10,,2025-10-12,simpler.grants.gov,a1b5764ef2189698
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/580664a8-167f-4b35-910d-f628be1d2f4b,2023-06-02,2025-03-10,,2025-10-12,simpler.grants.gov,a1b9690e72aa228f
,Agency for Health Care Research and Quality,,Description,https://simpler.grants.gov/opportunity/8968d949-eea0-4a3b-9f6b-6d8ed0928354,2022-09-22,2025-03-10,,2025-10-12,simpler.grants.gov,a1e5ce9b9de68354
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/58016469-6456-405c-b21d-838af9e3473a,2024-05-08,2025-03-10,,2025-10-12,simpler.grants.gov,a1f3f606b1c3f0db
,Office on Violence Against Women,,Description,https://simpler.grants.gov/opportunity/6c0485c6-d380-4d5f-b5d3-3c770446c50f,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,a1f6899c3cd776d8
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/d1bbe8bf-fd2c-4bdc-8c7d-ebc5e095b3b4,2025-06-12,2025-03-10,,2025-10-12,simpler.grants.gov,a2021b23c6e81760
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c25cb85c-95f8-414f-8754-79bec3d6d71e,2025-06-11,2025-03-10,,2025-10-12,simpler.grants.gov,a275c71a4bf7df34
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/5e385817-6669-47ef-8f19-07915bfecd96,2024-08-02,2025-03-10,,2025-10-12,simpler.grants.gov,a297bbb971f964bd
,National Endowment for the Humanities,,Description,https://simpler.grants.gov/opportunity/945f6786-c70d-4bd3-be4a-b0efe3ca22c5,2024-09-25,2025-03-10,,2025-10-12,simpler.grants.gov,a29daa8faf3d602c
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/27662089-9359-47c4-b940-cba8c9a7301f,2025-06-06,2025-03-10,,2025-10-12,simpler.grants.gov,a2a282b614288c20
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/ae66f504-4d1d-4b33-9f3d-23e8e588f71b,2023-08-02,2025-03-10,,2025-10-12,simpler.grants.gov,a2ac6e0a748d8fc1
,Food and Drug Administration,,Description,https://simpler.grants.gov/opportunity/1c7b3701-9028-4d4f-8c74-e9f1aa1b2194,2025-07-11,2025-03-10,,2025-10-12,simpler.grants.gov,a2e067a1399e02ff
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/fef48e8c-9db6-4bf2-9f84-6efb9924ef99,2025-05-28,2025-03-10,,2025-10-12,simpler.grants.gov,a3003d02a73c79bc
,NASA Johnson Space Center,,Description,https://simpler.grants.gov/opportunity/fe083745-20aa-4961-990f-241e258f2796,2024-11-01,2025-03-10,,2025-10-12,simpler.grants.gov,a3a5a25efea6def1
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/9b99689b-52c2-4134-8d19-313963a8b2b4,2024-11-12,2025-03-10,,2025-10-12,simpler.grants.gov,a40531f6e6863703
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/6bb680a6-1953-4cb5-b983-0c9312848582,2022-05-20,2025-03-10,,2025-10-12,simpler.grants.gov,a4287932ecd2ec4d
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/ba4cff17-e757-4899-be3c-e7b2157eb0c0,2025-03-16,2025-03-10,,2025-10-12,simpler.grants.gov,a42ae368825ccad9
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/34dd63c9-1540-4fb4-8e51-27adafcd5428,2024-12-13,2025-03-10,,2025-10-12,simpler.grants.gov,a4390ccf69c88873
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/818e5c60-39e1-4009-9d8e-698d365b5ad1,2025-01-22,2025-03-10,,2025-10-12,simpler.grants.gov,a43f7185ba040638
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/2a6a95f6-61e3-434f-9ec7-2f615e327b4b,2024-11-08,2025-03-10,,2025-10-12,simpler.grants.gov,a44a40dbcb264881
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/b8394c76-6793-46ac-b6d4-0f368e69207d,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,a45ede5b8ee86e2d
,U.S. Mission to the Netherlands,,Description,https://simpler.grants.gov/opportunity/d0d553a4-1d8b-4cfa-bf2a-6f4d9e935a28,2021-07-19,2025-03-10,,2025-10-12,simpler.grants.gov,a48c7c956c197689
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/84afc4e4-f232-4366-a6ee-50205610a432,2024-12-18,2025-03-10,,2025-10-12,simpler.grants.gov,a4a0526d214a42f3
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/4ea0b7e8-9f8d-4afd-95c7-099bec526f1d,2024-12-11,2025-03-10,,2025-10-12,simpler.grants.gov,a4bf88dec6778977
,Office on Violence Against Women,,Description,https://simpler.grants.gov/opportunity/6aa42e7d-7882-479d-a408-7eefa3cf9f1e,2025-08-29,2025-03-10,,2025-10-12,simpler.grants.gov,a4cddc92875086f5
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/54f346cd-f51a-4e91-a987-690f16b1a464,2024-11-27,2025-03-10,,2025-10-12,simpler.grants.gov,a4d1539fb91c4baf
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/d1ba49e5-3684-4420-849a-ab2330ec493e,2025-06-18,2025-03-10,,2025-10-12,simpler.grants.gov,a514f9089a727250
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/49015f5d-da01-47dd-908f-147099d9e6de,2024-09-03,2025-03-10,,2025-10-12,simpler.grants.gov,a5285b3ee1142d25
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/acab0368-18be-4f5d-8d14-9761df88abdc,2025-07-15,2025-03-10,,2025-10-12,simpler.grants.gov,a52c5c9ae7fdcb33
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/e0071a8f-bde5-444a-bd22-f6e7bce40345,2025-06-06,2025-03-10,,2025-10-12,simpler.grants.gov,a53f300c840da71c
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/0dbbed9f-dfa7-421b-b6f6-941de5a77342,2025-07-02,2025-03-10,,2025-10-12,simpler.grants.gov,a5450531f6e16c17
,Food and Nutrition Service,,Description,https://simpler.grants.gov/opportunity/fbf4bcdc-17dc-44d8-8c2d-9cc286fe63ca,2025-09-10,2025-03-10,,2025-10-12,simpler.grants.gov,a5a76183649589bd
,Indian Health Service,,Description,https://simpler.grants.gov/opportunity/c5364276-7c88-4369-b18a-ca0dcb326276,2025-08-14,2025-03-10,,2025-10-12,simpler.grants.gov,a5ca3089a8314c8e
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ea773297-7aa1-4fc2-94a9-e9558a8c996d,2022-10-31,2025-03-10,,2025-10-12,simpler.grants.gov,a5d3fae5fb297819
,DOC NOAA - ERA Production,,Description,https://simpler.grants.gov/opportunity/0acae224-cc3e-4b9d-8cf3-10120246f3ff,2024-02-05,2025-03-10,,2025-10-12,simpler.grants.gov,a623c234f505d812
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/91f345f9-d1cc-4d70-b752-f66de49e0f6f,2024-10-29,2025-03-10,,2025-10-12,simpler.grants.gov,a63458a46d2699d3
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/37637a54-d9e7-4437-8755-17c98e0d882f,2024-11-21,2025-03-10,,2025-10-12,simpler.grants.gov,a63dcd46722ede97
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/6484ed95-0a3e-4be1-bcc4-f1e2bf6f1fa1,2024-11-06,2025-03-10,,2025-10-12,simpler.grants.gov,a65b1a7ff420eab7
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/1af55c6e-2cb2-4c06-9690-1a2069a0f9c2,2024-04-26,2025-03-10,,2025-10-12,simpler.grants.gov,a65b25c9535b8ff3
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/8e1f564e-26b9-47d2-b838-486402d83eae,2025-08-27,2025-03-10,,2025-10-12,simpler.grants.gov,a67883c2473defb4
,Administration for Children and Families,,Description,https://simpler.grants.gov/opportunity/00fd4b09-4f5f-4878-882a-754b8fdaab9c,2024-07-22,2025-03-10,,2025-10-12,simpler.grants.gov,a67dcc7d7fe52568
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/599c5796-9954-4aa0-93d2-4a70f0c432ce,2023-05-19,2025-03-10,,2025-10-12,simpler.grants.gov,a6863c15f4ebb6ab
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ed3faafa-0d8a-4061-a957-343991a62516,2025-06-27,2025-03-10,,2025-10-12,simpler.grants.gov,a6eb8159ce6cfed5
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/0417c296-308c-43ab-aebb-6be71b75ae0c,2024-11-25,2025-03-10,,2025-10-12,simpler.grants.gov,a72664adf942edf4
,Centers for Disease Control-GHC,,Description,https://simpler.grants.gov/opportunity/58bf2237-9c6b-4e21-b2f2-cbd2e934e249,2025-08-22,2025-03-10,,2025-10-12,simpler.grants.gov,a7642957ca3b12e5
,Geological Survey,,Description,https://simpler.grants.gov/opportunity/4d3f0db3-6eb3-4bce-8a3b-02a5aaf975c5,2025-08-08,2025-03-10,,2025-10-12,simpler.grants.gov,a79433a9e56e524a
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/5e20d263-9eee-432b-bbfe-ba53e73b13da,2024-11-26,2025-03-10,,2025-10-12,simpler.grants.gov,a7dc666abf130174
,National Park Service,,Description,https://simpler.grants.gov/opportunity/979d445a-a2b3-4d38-a009-4bbb0538b0d6,2024-12-11,2025-03-10,,2025-10-12,simpler.grants.gov,a83114d6ba7c58e2
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/7839275b-3a58-42a2-8fd5-d75a3f977771,2023-02-08,2025-03-10,,2025-10-12,simpler.grants.gov,a85cf6b0e9a35735
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/a37de2f9-5562-489d-bf99-7a6c81151897,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,a85d50f70d7fdb49
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/97adaa7a-4d74-44c6-8771-6d061767a40a,2025-06-17,2025-03-10,,2025-10-12,simpler.grants.gov,a8ed781ed5dc7b82
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/4f906add-a968-4b6d-998f-3affe46f681e,2024-09-03,2025-03-10,,2025-10-12,simpler.grants.gov,a91cf15ca6aef7cb
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/274b2914-f34a-4663-8892-8567b7b2fb75,2024-11-22,2025-03-10,,2025-10-12,simpler.grants.gov,a94199a23a485147
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f7dde5e3-95ff-464f-88ba-8d303197a36c,2025-06-12,2025-03-10,,2025-10-12,simpler.grants.gov,a97bc32001c6f7ac
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/e9b3d943-9e83-48a7-911f-21e77eb9c9fb,2025-01-22,2025-03-10,,2025-10-12,simpler.grants.gov,aa616161d39de570
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ce88b262-95b3-4f53-942d-41dc3ff2fa7f,2025-09-25,2025-03-10,,2025-10-12,simpler.grants.gov,aa86e6a9586522be
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/21641587-9295-49dc-811b-95337df4af5c,2025-07-02,2025-03-10,,2025-10-12,simpler.grants.gov,aa8e0116f7cabd67
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/6ec9450d-7683-4f5d-87b1-069b65a7e8ca,2024-11-25,2025-03-10,,2025-10-12,simpler.grants.gov,aa9151899e84fccc
,Health Resources and Services Administration,,Description,https://simpler.grants.gov/opportunity/3cc9ca10-2319-47df-9e5c-01d0fa7231ef,2025-09-15,2025-03-10,,2025-10-12,simpler.grants.gov,ab0e86ac97d4ce90
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/aaa9e158-9d32-4122-ac02-2470defc2f0d,2024-12-18,2025-03-10,,2025-10-12,simpler.grants.gov,ab78e59e673525d9
,Bureau of Population Refugees and Migration,,Description,https://simpler.grants.gov/opportunity/9dc7dc74-19eb-4f04-b102-c914542f74d1,2022-04-29,2025-03-10,,2025-10-12,simpler.grants.gov,ab95a932a5f61634
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/1e7f7ee0-15b6-4fac-a5c1-7605cc242e43,2025-07-29,2025-03-10,,2025-10-12,simpler.grants.gov,abdbfcebb603d294
,Indian Health Service,,Description,https://simpler.grants.gov/opportunity/bb8a3327-326d-4417-a566-1e7e931c849b,2025-07-21,2025-03-10,,2025-10-12,simpler.grants.gov,ac4104d383770930
,Dept of the Army -- Materiel Command,,Description,https://simpler.grants.gov/opportunity/5e185327-5f25-4c09-889a-43615e1f54da,2022-11-21,2025-03-10,,2025-10-12,simpler.grants.gov,ac5879a743d5552f
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/24e694ee-a9d9-4231-9b02-b4ad438ea211,2025-05-28,2025-03-10,,2025-10-12,simpler.grants.gov,ac674e024008ac1e
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/98140293-39e0-4a8c-9ff1-624cb8ca1618,2022-05-20,2025-03-10,,2025-10-12,simpler.grants.gov,ac93fd71d001256b
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f4d5f64e-0b81-4634-b3c1-9993ef53c00c,2024-11-18,2025-03-10,,2025-10-12,simpler.grants.gov,aca5be8a2efd9cc9
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ca108e77-69f6-4d3a-9723-a1353076a4ad,2025-07-22,2025-03-10,,2025-10-12,simpler.grants.gov,ace470199b0b5f90
,Indian Health Service,,Description,https://simpler.grants.gov/opportunity/77b51e1b-4047-41fc-85d5-a6ac7ca20dc3,2025-08-14,2025-03-10,,2025-10-12,simpler.grants.gov,ad32dd29751c9eec
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/ee431b31-3cb7-41c5-bbf8-8c6f513dc138,2025-01-13,2025-03-10,,2025-10-12,simpler.grants.gov,ada8cfcc5bbe2eeb
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/b84007b4-0a0a-4fdc-827d-51da766541a7,2024-12-11,2025-03-10,,2025-10-12,simpler.grants.gov,adc9682bf9c2a11d
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/f689428f-2297-4752-8142-1d2e907b15a4,2024-04-25,2025-03-10,,2025-10-12,simpler.grants.gov,add1353158ae037e
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/9350ea25-39d2-45d0-8ade-7390e5e9254c,2025-09-05,2025-03-10,,2025-10-12,simpler.grants.gov,ae32c377436869cf
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/5e2908a1-beec-4438-ad6c-c5ff453cfa44,2017-07-13,2025-03-10,,2025-10-12,simpler.grants.gov,ae5ccf0dbc1df28b
,Food and Drug Administration,,Description,https://simpler.grants.gov/opportunity/8bc3f85c-e660-422a-888e-b708f3e993ba,2025-07-11,2025-03-10,,2025-10-12,simpler.grants.gov,ae9d362014f24d71
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/6057e668-8e43-40b4-8eca-c7f037995b28,2022-10-08,2025-03-10,,2025-10-12,simpler.grants.gov,aef2d5c2d19808d1
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/d92a6645-61df-4765-8caa-4db9aa678c6e,2025-09-02,2025-03-10,,2025-10-12,simpler.grants.gov,af4db2d9bc45d194
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/801281ae-2531-4d3c-8028-8c28501971dd,2025-06-17,2025-03-10,,2025-10-12,simpler.grants.gov,af5a9131174b32e1
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/c60789ce-21db-4ba1-9cb1-ef7f670c1957,2024-11-26,2025-03-10,,2025-10-12,simpler.grants.gov,af6b95e1c17bc3be
,U.S. Mission to Albania,,Description,https://simpler.grants.gov/opportunity/0c2dd004-b757-48bf-9a9a-e243f4644e02,2022-03-24,2025-03-10,,2025-10-12,simpler.grants.gov,b00220871e5b67fa
,U.S. Mission to Japan,,Description,https://simpler.grants.gov/opportunity/6dc9a45d-85c0-4776-a851-2621da6cead1,2022-02-18,2025-03-10,,2025-10-12,simpler.grants.gov,b0063d9c6859549d
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/454a2d4c-82e7-4159-a8b3-b666bc1347e6,2023-04-05,2025-03-10,,2025-10-12,simpler.grants.gov,b01d221f66504597
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/002d36ed-9901-45b6-a1c4-2642dbf64146,2024-07-17,2025-03-10,,2025-10-12,simpler.grants.gov,b0bb6119d8cd3453
,Administration for Community Living,,Description,https://simpler.grants.gov/opportunity/c7b82797-94d2-4712-96d9-b896cc739cd8,2023-07-25,2025-03-10,,2025-10-12,simpler.grants.gov,b122c27998182dd0
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/00c2cbed-6c59-48fe-918e-c15efa2b9322,2025-06-27,2025-03-10,,2025-10-12,simpler.grants.gov,b18f7e60012dd8b1
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/2874c7b4-28c4-494b-b94d-dd4f207177d9,2025-01-03,2025-03-10,,2025-10-12,simpler.grants.gov,b1e81770b13b2464
,Food and Drug Administration,,Description,https://simpler.grants.gov/opportunity/aeb92aa0-a323-4b96-aa21-0250c6c37a24,2025-07-11,2025-03-10,,2025-10-12,simpler.grants.gov,b1eee1292ed1e86b
,Office to Monitor-Combat Trafficking in Persons,,Description,https://simpler.grants.gov/opportunity/ac5709b0-e4ba-4653-a2b9-2087cb1c9b42,2023-01-20,2025-03-10,,2025-10-12,simpler.grants.gov,b1f0d8616dd84ebf
,Office of Juvenile Justice Delinquency Prevention,,Description,https://simpler.grants.gov/opportunity/f6b521c8-b0a6-4ae8-b2f1-e21d434e8985,2025-09-12,2025-03-10,,2025-10-12,simpler.grants.gov,b21d73f90b2cc2ad
,U.S. National Science Foundation,,Description,https://simpler.grants.gov/opportunity/7bc94704-2c21-4603-8009-e164e00386d0,2023-07-06,2025-03-10,,2025-10-12,simpler.grants.gov,b238019151ae6468
,National Institutes of Health,,Description,https://simpler.grants.gov/opportunity/552eb3de-9dd0-4f98-8e0c-7d0d918bdf23,2024-10-25,2025-03-10,,2025-10-12,simpler.grants.gov,b25693081755c1e1
